Date,HEITKAMP:open,HEITKAMP:low,HEITKAMP:high,HEITKAMP:close,HEITKAMP:volume,HEITKAMP:average,HEITKAMP:price_norm,HEITKAMP:current_date,HEITKAMP:sentiment,HEITKAMP:volume_adi,HEITKAMP:volume_obv,HEITKAMP:volume_cmf,HEITKAMP:volume_fi,HEITKAMP:momentum_mfi,HEITKAMP:volume_em,HEITKAMP:volume_sma_em,HEITKAMP:volume_vpt,HEITKAMP:volume_nvi,HEITKAMP:volatility_atr,HEITKAMP:volatility_bbm,HEITKAMP:volatility_bbh,HEITKAMP:volatility_bbl,HEITKAMP:volatility_bbw,HEITKAMP:volatility_bbp,HEITKAMP:volatility_bbhi,HEITKAMP:volatility_bbli,HEITKAMP:volatility_kcc,HEITKAMP:volatility_kch,HEITKAMP:volatility_kcl,HEITKAMP:volatility_kcw,HEITKAMP:volatility_kcp,HEITKAMP:volatility_kchi,HEITKAMP:volatility_kcli,HEITKAMP:volatility_dcl,HEITKAMP:volatility_dch,HEITKAMP:volatility_dchi,HEITKAMP:volatility_dcli,HEITKAMP:trend_macd,HEITKAMP:trend_macd_signal,HEITKAMP:trend_macd_diff,HEITKAMP:trend_ema_fast,HEITKAMP:trend_ema_slow,HEITKAMP:trend_adx,HEITKAMP:trend_adx_pos,HEITKAMP:trend_adx_neg,HEITKAMP:trend_vortex_ind_pos,HEITKAMP:trend_vortex_ind_neg,HEITKAMP:trend_vortex_ind_diff,HEITKAMP:trend_trix,HEITKAMP:trend_mass_index,HEITKAMP:trend_cci,HEITKAMP:trend_dpo,HEITKAMP:trend_kst,HEITKAMP:trend_kst_sig,HEITKAMP:trend_kst_diff,HEITKAMP:trend_ichimoku_a,HEITKAMP:trend_ichimoku_b,HEITKAMP:trend_visual_ichimoku_a,HEITKAMP:trend_visual_ichimoku_b,HEITKAMP:trend_aroon_up,HEITKAMP:trend_aroon_down,HEITKAMP:trend_aroon_ind,HEITKAMP:trend_psar,HEITKAMP:trend_psar_up,HEITKAMP:trend_psar_down,HEITKAMP:trend_psar_up_indicator,HEITKAMP:trend_psar_down_indicator,HEITKAMP:momentum_rsi,HEITKAMP:momentum_tsi,HEITKAMP:momentum_uo,HEITKAMP:momentum_stoch,HEITKAMP:momentum_stoch_signal,HEITKAMP:momentum_wr,HEITKAMP:momentum_ao,HEITKAMP:momentum_kama,HEITKAMP:momentum_roc,HEITKAMP:others_dr,HEITKAMP:others_dlr,HEITKAMP:others_cr
2018-04-22,0.54,0.52,0.54,0.52,1,0.52,0.9629629629629629,2018-04-22,0.28265999999999997,6432.487805190725,9077,-0.20966029723991314,-1.2646383225062647,29.306060916256428,-20000.000000000036,-1159.7846180784566,-0.03703703703703707,1774.3941261644964,0.023845008361126845,0.5225000000000002,0.5730470078244048,0.47195299217559566,19.34813696627925,0.47527054411722097,0.0,0.0,0.523666666666667,0.5496666666666675,0.49766666666666665,9.92998090388304,0.42948717948717297,0.0,0.0,0.45,0.57,0.0,0.0,-0.0015057185927395134,-0.002906578552439518,0.0014008599597000048,0.5236662898365273,0.5251720084292668,,23.139281484903346,36.147607389519074,1.0526315789473704,0.9473684210526296,0.10526315789474072,-0.07847025549725806,25.69802836695267,15.758821514219573,0.00749999999999984,-13.576678327105821,-11.26766367711682,-2.3090146499890007,0.505,0.515,0.5299999999999999,0.545,32.0,76.0,-44.0,0.54039207968,,0.54039207968,0.0,0.0,48.95691065887505,-1.2024924219226125,47.549150225332234,69.99999999999999,83.33333333333336,-30.000000000000018,-0.004382352941177503,,4.0000000000000036,-3.703703703703709,-3.774032798284699,-14.754098360655732
2018-04-23,0.52,0.48,0.53,0.53,107,0.5004,1.0192307692307692,2018-04-23,-0.12434,6539.487805190725,9184,-0.08627264061010313,-0.9311185621482267,25.470515443906137,-1168.2242990654224,-632.136643000574,2.020655270655272,1774.3941261644964,0.026460507525014165,0.522,0.5720399840127914,0.47196001598720866,19.172407667736163,0.5799360766977363,0.0,0.0,0.520666666666667,0.5496666666666675,0.4916666666666666,11.139564660691594,0.6609195402298762,0.0,0.0,0.45,0.57,0.0,0.0,-0.000888930649752484,-0.002503048971902111,0.0016141183221496272,0.5246407067847538,0.5255296374345063,,19.87804044547087,42.32814599232364,0.976190476190478,0.9285714285714268,0.047619047619051225,-0.07022566724658158,25.900212813902247,-34.38596491227832,0.008000000000000007,-14.373912574340068,-13.43991062901838,-0.9340019453216879,0.505,0.515,0.5325,0.545,28.000000000000004,72.0,-44.0,0.54,,0.54,0.0,0.0,50.88468026526099,-0.7363773261928573,69.6137298750389,79.99999999999999,80.00000000000001,-20.00000000000001,-0.004617647058824503,,0.0,1.9230769230769162,1.9048194970694432,-13.114754098360649
2018-04-24,0.53,0.47,0.53,0.53,14,0.495,1.0,2018-04-24,0.18599000000000002,6553.487805190725,9198,-0.07021677662582299,-0.7981016246984801,22.31431513903192,-2142.8571428571468,-983.1218646754514,2.0576923076923093,1774.3941261644964,0.029814456772512755,0.5225000000000001,0.5726497756724835,0.4723502243275166,19.19608638181185,0.5747760074639288,0.0,0.0,0.516666666666667,0.5516666666666675,0.48166666666666663,13.548387096774356,0.6904761904761825,0.0,0.0,0.45,0.57,0.0,0.0,-0.00039556196906742613,-0.0020815515713351745,0.0016859896022677484,0.5254652134332533,0.5258607754023207,,16.815339460999773,38.374364018226615,0.9545454545454564,0.9999999999999982,-0.04545454545454186,-0.06081327138423941,26.303178635476097,-44.26002766251471,0.02749999999999997,-13.76064636408138,-14.904269022342163,1.1436226582607834,0.5025,0.515,0.5299999999999999,0.545,24.0,68.0,-44.0,0.54,,0.54,0.0,0.0,50.884680265261004,-0.3653302057114903,73.29715061058344,79.99999999999999,76.66666666666669,-20.00000000000001,-0.009882352941177563,,0.0,0.0,0.0,-13.114754098360649
2018-04-25,0.53,0.48,0.53,0.52,33,0.4818,0.9811320754716981,2018-04-25,-0.0007799999999999919,6573.2878051907255,9165,-0.09608778625954024,-0.7312299640272687,21.097378308494342,757.5757575757589,-1024.157218210805,-0.6226415094339628,1774.3941261644964,0.03183301109526148,0.52,0.5651663591625495,0.47483364083745044,17.371676600980592,0.5000000000000003,0.0,0.0,0.5140000000000003,0.5520000000000008,0.476,14.785992217898988,0.5789473684210467,0.0,0.0,0.45,0.55,0.0,0.0,-0.000802232524438784,-0.0018256877619558967,0.0010234552375171127,0.5246244113665989,0.5254266438910377,,14.772689148093477,33.71282228419193,0.9565217391304366,0.9999999999999983,-0.04347826086956175,-0.054603933262742765,26.84750432749033,-37.819799777527905,0.030000000000000027,-15.685096252904462,-15.0183405980219,-0.6667556548825608,0.5025,0.515,0.5399999999999999,0.545,20.0,64.0,-44.0,0.5382,,0.5382,0.0,0.0,48.749390898006105,-0.6627594778344691,71.57376784705978,69.99999999999999,76.66666666666669,-30.000000000000018,-0.013558823529412845,,-5.4545454545454595,-1.8867924528301883,-1.9048194970694432,-14.754098360655732
2018-04-26,0.52,0.48,0.52,0.48,131,0.4805,0.923076923076923,2018-04-26,-0.12353999999999998,6442.2878051907255,9034,-0.1348858447488568,-1.3753399691662311,23.469178783534716,-152.6717557251911,-1028.6696838972637,-10.699564586357049,1774.3941261644964,0.03264970998573534,0.518,0.5664148737476453,0.4695851262523547,18.693001446967298,0.10755861723332291,0.0,0.0,0.5156666666666669,0.5496666666666675,0.48166666666666663,13.186813186813353,-0.024509803921568055,0.0,1.0,0.45,0.55,0.0,0.0,-0.004302589996317274,-0.0023210682088281726,-0.0019815217874891017,0.5177591173101991,0.5220617073065164,,13.373115806591821,30.51884948325288,0.9782608695652191,1.021739130434781,-0.04347826086956186,-0.06552856189829868,27.431045398698824,-99.78308026030109,0.01200000000000001,-15.274167908013858,-14.323442294291503,-0.950725613722355,0.5075000000000001,0.515,0.5399999999999999,0.545,16.0,60.0,-44.0,0.536436,,0.536436,0.0,0.0,41.286276787409726,-3.27419325902489,65.07416546130068,29.999999999999964,60.0,-70.00000000000004,-0.020088235294118628,,-12.727272727272737,-7.692307692307699,-8.004270767353649,-21.311475409836067
2018-04-27,0.48,0.47,0.48,0.47,10,0.47,0.9791666666666666,2018-04-27,0.25793999999999995,6432.2878051907255,9024,-0.14297370806890133,-1.1931485449996266,10.885455514118263,-2500.0000000000045,-1291.350843317554,-10.28525641025642,1737.4275818694027,0.03038473898716181,0.5155000000000001,0.5682162214123931,0.462783778587607,20.452462235652014,0.06844403125881583,0.0,0.0,0.514666666666667,0.5446666666666675,0.4846666666666666,11.658031088083076,-0.24444444444443958,0.0,1.0,0.45,0.55,0.0,0.0,-0.007793723742132941,-0.003415599315489126,-0.004378124426643815,0.5104115608009377,0.5182052845430707,,13.040490923056652,32.247030105687216,0.8666666666666686,1.1555555555555537,-0.2888888888888851,-0.09107833229688087,27.900945163452732,-156.41025641025422,-0.06550000000000006,-21.828265941357184,-14.798597424975132,-7.029668516382053,0.5075000000000001,0.515,0.5399999999999999,0.545,12.0,56.00000000000001,-44.00000000000001,0.53470728,,0.53470728,0.0,0.0,39.65194555049586,-5.9178707194028455,60.96788526806396,19.999999999999957,39.999999999999986,-80.00000000000004,-0.02873529411764819,,-11.320754716981142,-2.083333333333337,-2.1053409197832385,-22.95081967213115
2018-04-28,0.47,0.47,0.49,0.49,1,0.49,1.0425531914893618,2018-04-28,-0.04685,6433.2878051907255,9025,-0.05647410358565555,-1.01984160999968,11.022926751422958,10000.000000000018,-422.7853938315871,-0.1657801418439718,1811.3606704595902,0.02934626508844563,0.5150000000000001,0.5684789678284881,0.46152103217151214,20.7685311955293,0.2662632524979031,0.0,0.0,0.5110000000000003,0.5400000000000008,0.4819999999999999,11.350293542074539,0.13793103448275842,0.0,0.0,0.45,0.55,0.0,0.0,-0.008844683528830277,-0.004501416158157356,-0.004343267370672921,0.5072713206777166,0.5161160042065469,,14.919802704202082,30.60733777486091,0.829787234042555,1.1276595744680833,-0.29787234042552824,-0.11778598121410708,28.35825342661451,-106.01976639712288,-0.015000000000000124,-30.079279218785558,-16.633375409611777,-13.445903809173782,0.5075000000000001,0.515,0.5399999999999999,0.545,8.0,52.0,-44.0,0.5330131344,,0.5330131344,0.0,0.0,44.393035841545924,-6.746700540194409,63.270516717325236,39.99999999999997,29.999999999999986,-60.000000000000036,-0.031235294117648083,,8.888888888888884,4.255319148936176,4.167269640056803,-19.672131147540984
2018-04-29,0.49,0.49,0.49,0.49,40,0.49,1.0,2018-04-29,-0.1290222222222222,6433.2878051907255,9065,-0.05249520153550688,-0.8741499514282973,17.14578296717798,0.0,-374.70847075466395,0.04255319148936174,1811.3606704595902,0.026411638579601066,0.5150000000000001,0.5684789678284881,0.46152103217151214,20.7685311955293,0.2662632524979031,0.0,0.0,0.5073333333333336,0.5343333333333342,0.48033333333333317,10.643889618922671,0.17901234567901178,0.0,0.0,0.45,0.55,0.0,0.0,-0.009567290956826069,-0.005514591117891099,-0.00405269983893497,0.5046141944196063,0.5141814853764324,,14.919802704202079,30.607337774860905,0.911111111111113,1.1333333333333313,-0.22222222222221832,-0.1439393385426735,28.411761061870497,-80.66429418742365,0.014999999999999902,-38.69717895573292,-19.47888464861655,-19.218294307116373,0.5075000000000001,0.515,0.5399999999999999,0.545,4.0,48.0,-44.0,0.531352871712,,0.531352871712,0.0,0.0,44.393035841545924,-7.410870417131919,67.37888198757766,44.444444444444414,34.8148148148148,-55.55555555555559,-0.03132352941176575,,-2.0000000000000018,0.0,0.0,-19.672131147540984
2018-04-30,0.49,0.48,0.49,0.48,25,0.48,0.9795918367346939,2018-04-30,0.22389,6408.2878051907255,9040,-0.06281310211945874,-0.7849856726528263,27.317836237637096,-200.00000000000037,-276.97091419357787,-0.5102040816326535,1774.3941261644966,0.024770474721640963,0.5140000000000001,0.5692810998443453,0.458718900155655,21.51015558145725,0.19248079275074254,0.0,0.0,0.5023333333333337,0.5283333333333341,0.47633333333333316,10.351692103517099,0.07051282051282215,0.0,0.0,0.45,0.55,0.0,0.0,-0.010822128218568206,-0.00657609853802652,-0.004246029680541686,0.5008273952781285,0.5116495234966967,,14.492481189868055,32.594829036884384,1.0789473684210544,1.1052631578947345,-0.026315789473680073,-0.17208885544462227,27.858049944752192,-93.81071329447471,0.005999999999999894,-48.38319168146761,-23.517601913754433,-24.865589767713175,0.5075000000000001,0.515,0.5325,0.545,32.0,44.0,-12.0,0.52972581427776,,0.52972581427776,0.0,0.0,42.45874627200319,-8.520089624908666,64.28571428571429,33.33333333333329,39.259259259259245,-66.66666666666671,-0.03370588235294225,,-9.433962264150951,-2.0408163265306145,-2.0619287202735648,-21.311475409836067
2018-05-01,0.48,0.47,0.48,0.48,113,0.4735,1.0,2018-05-01,0.18851,6521.2878051907255,9153,0.03143107989464603,-0.6728448622738511,20.87270594820808,-88.4955752212391,1158.5294261740198,-0.5102040816326535,1774.3941261644966,0.023293427249476868,0.5115000000000002,0.5681656862660331,0.4548343137339672,22.156671071762638,0.2220540147337614,0.0,0.0,0.49600000000000033,0.5230000000000008,0.46899999999999986,10.887096774193731,0.20370370370370242,0.0,0.0,0.45,0.55,0.0,0.0,-0.011681933728838356,-0.007597265576188887,-0.004084668152649469,0.49762318061995486,0.5093051143487932,,14.058844530280986,34.611692318775376,1.0588235294117667,1.0588235294117623,4.440892098500626e-15,-0.20010470394373672,27.026837772774247,-101.44927536231702,0.02849999999999986,-51.77477621400664,-27.76183501229897,-24.012941201707672,0.505,0.515,0.5349999999999999,0.545,28.000000000000004,40.0,-11.999999999999996,0.5281312979922048,,0.5281312979922048,0.0,0.0,42.45874627200319,-9.430922265085314,55.87689621303067,14.285714285714286,30.687830687830683,-85.71428571428571,-0.03650000000000109,,-7.692307692307699,0.0,0.0,-21.311475409836067
2018-05-02,0.48,0.45,0.48,0.45,100,0.4595,0.9375000000000001,2018-05-02,-0.09804,6421.2878051907255,9053,-0.25791505791505615,-1.0052955962347292,17.04739986622377,-299.99999999999915,-1172.2398045952132,-6.249999999999995,1663.4944932792157,0.023964084524529177,0.5075000000000002,0.5694273768215683,0.445572623178432,24.404877565150002,0.03574652317604744,0.0,0.0,0.48933333333333373,0.5173333333333341,0.46133333333333315,11.44414168937348,-0.20238095238094553,0.0,1.0,0.45,0.55,0.0,1.0,-0.014615605467895199,-0.00900093355453015,-0.005614671913365048,0.4902965374476541,0.5049121429155493,,12.819582705463834,37.43728057528345,0.852941176470591,1.1470588235294092,-0.29411764705881827,-0.23771972670815728,26.678489589745958,-129.97903563941097,0.03249999999999986,-62.27101021800979,-33.083734750484496,-29.187275467525296,0.495,0.515,0.5349999999999999,0.515,24.0,36.0,-12.0,0.5265686720323607,,0.5265686720323607,0.0,0.0,36.869374071456996,-11.904067457350651,38.967894850247816,0.0,15.873015873015879,-99.99999999999999,-0.03585294117647164,,-16.66666666666667,-6.249999999999989,-6.453852113757119,-26.22950819672131
2018-05-03,0.45,0.45,0.47,0.47,6,0.47,1.0444444444444443,2018-05-03,-0.36002,6427.2878051907255,9059,-0.3717894736842086,-0.8445390824869108,9.115751034045886,-1666.6666666666652,-1343.1799755353843,-5.983333333333329,1737.4275818694027,0.023567676072076254,0.5035000000000002,0.5642536007163406,0.4427463992836597,24.13251269765259,0.22429617664628448,0.0,0.0,0.4843333333333336,0.5093333333333341,0.4593333333333332,10.323468685478495,0.21333333333333163,0.0,0.0,0.45,0.55,0.0,0.0,-0.015152065030200224,-0.010231159849664166,-0.004920905180536058,0.4871739932249381,0.5023260582551383,,12.056571867480555,35.20904495483791,0.7941176470588264,1.2058823529411737,-0.41176470588234737,-0.27237041905703807,26.384022896526066,-108.04597701149221,0.016499999999999848,-72.33989977243395,-39.5925406847459,-32.747359087688054,0.495,0.515,0.5349999999999999,0.515,20.0,32.0,-12.0,0.5250372985917134,,0.5250372985917134,0.0,0.0,42.32078166751804,-12.461234242875708,54.677871148459374,22.222222222222175,12.169312169312171,-77.77777777777783,-0.03735294117647159,,-12.962962962962973,4.444444444444429,4.348511193973881,-22.95081967213115
2018-05-04,0.47,0.43,0.47,0.43,724,0.4415,0.9148936170212766,2018-05-04,0.18406999999999998,5703.2878051907255,8335,-0.6434886499402618,-4.861033499274493,3.8900641443730564,-55.248618784530414,-1347.4298692880404,-61.35035460992905,1737.4275818694027,0.025210908464868627,0.49750000000000016,0.5622688196588496,0.43273118034115077,26.037716445768595,-0.0210840675770877,0.0,1.0,0.477666666666667,0.5006666666666674,0.4546666666666665,9.630146545708481,-0.5362318840579573,0.0,1.0,0.43,0.54,0.0,1.0,-0.01859057819120613,-0.01190304351797256,-0.0066875346732335715,0.4783779942672553,0.49696857245846143,,10.686601670991005,36.88971901477889,0.7500000000000028,1.194444444444442,-0.4444444444444392,-0.3181456432687838,26.36161294889463,-148.19912824042024,0.03249999999999986,-89.24046416760751,-47.765359341935124,-41.47510482567239,0.4825,0.505,0.5325,0.515,16.0,100.0,-84.0,0.5235365526198792,,0.5235365526198792,0.0,0.0,35.68400980981349,-15.12161942072725,45.5730455730456,0.0,7.407407407407409,-100.0,-0.04270588235294226,,-17.307692307692314,-8.510638297872342,-8.894748601649615,-29.508196721311474
2018-05-05,0.43,0.43,0.47,0.45,266,0.468,1.0465116279069768,2018-05-05,-0.22698999999999997,5703.2878051907255,8601,-0.5477987421383637,-3.4066001422352787,20.152098421060074,0.0,-1251.184878624609,-49.24492825333989,1818.2381670726309,0.02668981761838176,0.49350000000000016,0.5596135387042669,0.4273864612957334,26.79373402401894,0.17102048345513252,0.0,0.0,0.471666666666667,0.4936666666666675,0.44966666666666655,9.328621908127397,0.007575757575760366,0.0,0.0,0.43,0.54,0.0,0.0,-0.019477269947649922,-0.013417888803908032,-0.006059381143741891,0.4740121489953699,0.49348941894301984,,9.521467707234844,32.86772344866601,0.7250000000000024,1.1749999999999978,-0.4499999999999954,-0.36153328337395013,26.23986346578129,-120.0654052791383,0.036499999999999866,-101.55718164410652,-57.352360868167644,-44.20482077593888,0.475,0.505,0.53,0.5249999999999999,12.0,96.0,-84.0,0.519795090515084,,0.519795090515084,0.0,0.0,40.692081935104355,-15.74091385271344,42.45421245421249,18.18181818181819,13.468013468013472,-81.8181818181818,-0.04705882352941276,,-15.094339622641511,4.651162790697683,4.546237407675735,-26.22950819672131
2018-05-06,0.45,0.45,0.48,0.48,3,0.48,1.0666666666666667,2018-05-06,0.20276666666666665,5706.2878051907255,8604,-0.4699206833435008,-2.907085836201668,20.32602966644079,14999.999999999998,1248.8151213753933,12.572093023255825,1939.4540448774728,0.02702083585654358,0.4950000000000002,0.5584034699365942,0.43159653006340626,25.61756361074502,0.3817099441481606,0.0,0.0,0.4693333333333337,0.4903333333333341,0.44833333333333325,8.948863636363814,0.7539682539682399,0.0,0.0,0.43,0.54,0.0,0.0,-0.01755684588278228,-0.014245680219682881,-0.003311165663099398,0.4749333568422361,0.49249020272501837,,11.448648601901558,30.207619042061545,0.8292682926829291,1.146341463414632,-0.31707317073170294,-0.38961028631941447,26.096988473343117,-62.28373702421946,0.0249999999999998,-99.81801933890647,-66.01788902345089,-33.800130315455576,0.475,0.505,0.53,0.5249999999999999,8.0,92.0,-84.0,0.5162032868944806,,0.5162032868944806,0.0,0.0,47.31859293188934,-14.06920239806351,50.95586037234697,49.99999999999997,22.727272727272737,-50.00000000000003,-0.04685294117647165,,-9.433962264150951,6.666666666666665,6.453852113757119,-21.311475409836067
2018-05-07,0.48,0.45,0.48,0.48,243,0.4733,1.0,2018-05-07,0.3690300000000001,5949.2878051907255,8847,-0.2828541001064951,-2.4917878596014296,22.034711097960383,0.0,1332.2597141657807,0.1999999999999998,1939.4540448774728,0.02731875227088922,0.4940000000000002,0.5576867333123674,0.43031326668763303,25.784102555614236,0.39008699872127367,0.0,0.0,0.4690000000000003,0.49200000000000077,0.446,9.808102345415934,0.7391304347825959,0.0,0.0,0.43,0.54,0.0,0.0,-0.015852162118196178,-0.014566976599385542,-0.0012851855188106363,0.475712840404969,0.49156500252316515,,10.530792115343408,27.785825864076457,0.9230769230769253,1.128205128205126,-0.20512820512820062,-0.4054857740802854,25.878298919877587,-58.9691649786163,-0.014000000000000234,-97.65857632220398,-73.52669981271961,-24.13187650948437,0.475,0.505,0.53,0.5249999999999999,4.0,88.0,-84.0,0.5127551554187013,,0.5127551554187013,0.0,0.0,47.31859293188935,-12.766996546453036,56.74399674399677,49.99999999999997,39.3939393939394,-50.00000000000003,-0.04464705882353048,,-7.692307692307699,0.0,0.0,-21.311475409836067
2018-05-08,0.48,0.45,0.49,0.49,174,0.4771,1.0208333333333333,2018-05-08,0.19940999999999998,6123.2878051907255,9021,-0.1763671874999989,-1.8872467368012256,31.118404812623993,114.94252873563222,1493.5311192795505,3.6250000000000036,1979.8593374790867,0.028586877043800297,0.49200000000000027,0.5535142259969239,0.4304857740030767,25.00578292557869,0.4837435977809399,0.0,0.0,0.4683333333333336,0.4933333333333342,0.44333333333333336,10.676156583630062,0.9333333333333174,0.0,0.0,0.43,0.54,0.0,0.0,-0.013538211452287396,-0.014361223569965912,0.0008230121176785159,0.4779108649580507,0.4914490764103381,,12.024507415962061,24.91738181625072,0.9459459459459483,1.108108108108106,-0.16216216216215762,-0.4079015331004121,25.829738357150973,-36.671368124116746,-0.022000000000000297,-97.00038796967601,-80.00483414760217,-16.995553822073845,0.475,0.505,0.5325,0.5249999999999999,4.0,84.0,-80.0,0.5094449492019533,,0.5094449492019533,0.0,0.0,49.49987971891574,-11.032248789316922,59.9935339065774,59.99999999999998,53.33333333333332,-40.00000000000002,-0.040882352941177535,,2.0833333333333353,2.083333333333326,2.0619287202735648,-19.672131147540984
2018-05-09,0.49,0.45,0.5,0.45,929,0.4572,0.9183673469387755,2018-05-09,-0.23634999999999998,5194.2878051907255,8092,-0.42292165583304747,-6.9262114886867625,19.515621326881075,26.910656620021545,1441.3407549255692,-72.21173469387752,1979.8593374790867,0.030728189339420266,0.48850000000000027,0.551197687357674,0.4258023126423265,25.669472817880756,0.19297113161153853,0.0,0.0,0.4660000000000003,0.4960000000000008,0.43600000000000005,12.875536480686842,0.2333333333333298,0.0,0.0,0.43,0.54,0.0,0.0,-0.014761888720281557,-0.014441356600029043,-0.00032053212025251465,0.47361688573373517,0.48837877445401673,,12.997620700201587,21.877138847134248,0.9189189189189212,1.081081081081079,-0.16216216216215773,-0.4156324470536067,26.081290572250687,-59.7014925373116,0.0014999999999997238,-102.42082842359639,-86.00901600783871,-16.41181241575768,0.4775,0.505,0.5325,0.5249999999999999,24.0,80.0,-56.0,0.5062671512338751,,0.5062671512338751,0.0,0.0,42.00739555637955,-11.856690463457484,53.38903102758526,22.222222222222236,44.074074074074076,-77.77777777777777,-0.03382352941176586,,-4.255319148936162,-8.163265306122447,-8.515780834030684,-26.22950819672131
2018-05-10,0.45,0.45,0.47,0.47,50,0.47,1.0444444444444443,2018-05-10,0.22254000000000002,5244.2878051907255,8142,-0.40040404040403965,-5.793895561731512,20.237231702241516,-599.9999999999994,1409.3887374773683,-73.6145124716553,2067.85308581149,0.029655370405478238,0.4850000000000003,0.5434807660688594,0.42651923393114116,24.115779822209934,0.3717527059893647,0.0,0.0,0.46400000000000025,0.49500000000000083,0.433,13.362068965517413,0.5967741935483787,0.0,0.0,0.43,0.54,0.0,0.0,-0.013956941979020199,-0.014344473675827274,0.00038753169680707557,0.47306044177469897,0.48701738375371917,,12.348586178312186,20.784706725943206,0.9142857142857167,1.1428571428571406,-0.22857142857142387,-0.41825240555565535,26.20220883863927,-65.61896884477295,0.004999999999999671,-104.85556968396659,-91.90688194894535,-12.948687735021238,0.4775,0.505,0.5325,0.5249999999999999,20.0,76.0,-56.0,0.5032164651845201,,0.5032164651845201,0.0,0.0,46.37779420091856,-11.133329703717177,55.62307886117411,57.14285714285711,46.455026455026456,-42.85714285714289,-0.029323529411765803,,-4.081632653061228,4.444444444444429,4.348511193973881,-22.95081967213115
2018-05-11,0.47,0.47,0.47,0.47,0,0.0,1.0,2018-05-11,-0.12139,5244.2878051907255,8142,-0.40040404040403965,-4.966196195769868,20.32302364461428,,1710.1109480525508,2.2222222222222183,2067.85308581149,0.026689833364930415,0.4815000000000003,0.5345188645672526,0.42848113543274796,22.022373652025877,0.39154803583719694,0.0,0.0,0.46333333333333354,0.4933333333333342,0.4333333333333333,12.94964028776997,0.6111111111111023,0.0,0.0,0.43,0.53,0.0,0.0,-0.013167232230407833,-0.014109025386743386,0.0009417931563355537,0.4725896045785914,0.4857568368089992,,12.348586178312186,20.784706725943206,1.0000000000000022,1.02941176470588,-0.029411764705877808,-0.4165411046218948,25.710742831342056,-37.32303732303466,-0.0015000000000003344,-106.81739707739777,-96.85648048887737,-9.960916588520405,0.475,0.5,0.525,0.5249999999999999,16.0,72.0,-56.0,0.5002878065771393,,0.5002878065771393,0.0,0.0,46.37779420091856,-10.564399483164884,62.018225011523604,57.14285714285711,45.5026455026455,-42.85714285714289,-0.026852941176471745,,-4.081632653061228,0.0,0.0,-22.95081967213115
2018-05-12,0.47,0.47,0.48,0.48,25,0.48,1.0212765957446808,2018-05-12,0.006459999999999999,5269.2878051907255,8167,-0.38851035404141543,-4.221025310659887,21.13064806879636,200.00000000000037,956.2647942063957,0.5319148936170218,2067.85308581149,0.025020850028437375,0.47950000000000037,0.5294899989998069,0.4295100010001939,20.85088592275556,0.5050010003000955,0.0,0.0,0.4650000000000002,0.49300000000000077,0.437,12.043010752688332,0.767857142857132,0.0,0.0,0.43,0.53,0.0,0.0,-0.01160073904012282,-0.013607368117419274,0.0020066290772964533,0.47372966541265427,0.4853304044527771,,14.815223495861268,20.199795074103548,1.0000000000000024,1.0303030303030278,-0.03030303030302539,-0.40732837102431596,25.14265951779705,-2.328288707796666,0.0004999999999996119,-98.38844405530946,-99.75076318697465,1.3623191316651884,0.475,0.5,0.505,0.515,12.0,68.0,-56.0,0.49747629431405377,,0.49747629431405377,0.0,0.0,48.623001964935,-9.428042990625178,64.88997113997114,71.4285714285714,61.90476190476189,-28.571428571428594,-0.023823529411765798,,0.0,2.127659574468077,2.1053409197832385,-21.311475409836067
2018-05-13,0.48,0.48,0.52,0.52,35,0.5106,1.0833333333333335,2018-05-13,0.13884,5304.2878051907255,8202,-0.4227241615331957,-3.418021694851332,20.99991119793978,2857.1428571428623,1176.0450139866157,3.4485815602836913,2067.85308581149,0.026518765025593638,0.47900000000000037,0.5271248376620711,0.43087516233792966,20.0938779382341,0.9259754628981693,0.0,0.0,0.4693333333333336,0.49933333333333413,0.43933333333333335,12.784090909091066,1.344444444444427,1.0,0.0,0.43,0.53,0.0,0.0,-0.007050344215368209,-0.012295963337009063,0.005245619121640854,0.48084817842609207,0.4878985226414603,,24.025239527883464,18.015831646471405,0.9729729729729751,0.9189189189189169,0.054054054054058276,-0.37708162590808697,24.84449860269962,143.25730292117237,-0.02900000000000036,-87.45175397472995,-99.55201760998824,12.100263635258287,0.48,0.5,0.505,0.515,8.0,64.0,-56.0,0.43,0.43,,1.0,0.0,56.4737001956731,-5.852421627231105,67.63026551216538,99.99999999999999,76.19047619047619,-0.0,-0.017970588235295237,,8.333333333333341,8.333333333333348,8.004270767353649,-14.754098360655732
